,HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K)
149,156,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Pseudotriton,montanus,Mud salamander,1643.0,1095.0,,,,,,,,,,15.1,captivity,small,acceptable,,,,,
150,157,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Pseudotriton,ruber,Red salamander,1825.0,1460.0,75.0,,80.0,,,,,,,20.1,captivity,small,acceptable,,,,,
151,158,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Speleomantes,italicus,Italian cave salamander,1278.0,1278.0,304.0,,10.0,,,,,,,10.6,captivity,small,acceptable,,,,,
152,159,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,maculosus,Mudpuppy,2190.0,1825.0,50.0,,68.0,,,,,,,34.0,unknown,medium,acceptable,,,,,
153,160,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,punctatus,Dwarf waterdog,1825.0,1825.0,,,30.0,,,,,,,,unknown,tiny,low,,,,,
154,161,Animalia,Chordata,Amphibia,Caudata,Proteidae,Proteus,anguinus,Olm,4124.0,,133.0,,35.0,,4562.0,,,17.0,,102.0,wild,medium,acceptable,,999.0,,,
155,162,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Calotriton,asper,Pyrenean brook newt,,,,,,,,,,,,26.0,wild,medium,acceptable,,,,,
156,163,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Cynops,ensicauda,Brown newt,,,,,,,,,,,,17.9,captivity,medium,acceptable,,,,,
157,164,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Cynops,pyrrhogaster,Japanese firebelly newt,913.0,913.0,20.0,,200.0,,,,,,,25.0,captivity,medium,acceptable,,,,,
158,165,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Ichthyosaura,alpestris,Laureutis alpine salamander,1460.0,1095.0,,,,,,,,,,15.0,captivity,small,acceptable,,,,,
159,166,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,boscai,Bosca's newt,,,,,160.0,,,,,,,8.0,wild,medium,acceptable,,,,,
160,167,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,vulgaris,Smooth newt,1095.0,730.0,,,180.0,,,,,,,20.0,captivity,medium,acceptable,,,,,
161,168,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,perstriatus,Striped newt,487.0,487.0,,,,,,,,,,12.9,captivity,large,acceptable,,,,,
162,169,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Notophthalmus,viridescens,Eastern newt,2000.0,2000.0,,,,,,,,,,25.0,captivity,medium,acceptable,,,,,
163,170,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pachytriton,brevipes,Tsitou newt,,,,,,,,,,,,6.5,captivity,small,acceptable,,,,,
164,171,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Paramesotriton,chinensis,Asian newt,,,,,,,,,,,,10.3,captivity,tiny,acceptable,,,,,
165,172,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pleurodeles,poireti,Algerian newt,,,,,,,,,,,,14.0,captivity,small,acceptable,,,,,
166,173,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Pleurodeles,waltl,Iberian ribbed newt,,,13.0,,725.0,,,,,,,19.5,captivity,medium,acceptable,,,,,
167,174,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,atra,Golden alpine salamander,,,,,,,,,,,,17.0,wild,medium,acceptable,,,,,
168,175,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Salamandra,salamandra,European fire salamander,,,,,,,,,,19.1,,24.0,captivity,medium,acceptable,,,0.00857,19.1,288.0
169,176,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,granulosa,Rough-skinned newt,1278.0,1278.0,23.0,,,,,,,12.32,,,unknown,small,low,,,0.00518,12.2,288.0
170,177,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,rivularis,Red-bellied newt,1825.0,1825.0,18.0,,10.0,,,,,,,,unknown,tiny,low,,,,,
171,178,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Taricha,torosa,California newt,1095.0,1095.0,45.0,,122.0,,,0.45,,,,21.8,captivity,small,acceptable,,,,,
172,179,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,carnifex,Italian crested newt,,,,,,,,,,,,11.0,wild,medium,acceptable,,,,,
173,180,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,cristatus,Northern crested newt,,,16.0,,225.0,,,,,,,28.0,captivity,medium,acceptable,,,,,
174,181,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Triturus,marmoratus,Marbled newt,1460.0,1460.0,,,,,,,,,,25.0,captivity,small,acceptable,,,,,
175,182,Animalia,Chordata,Amphibia,Caudata,Salamandridae,Tylototriton,verrucosus,Mandarin salamander,1460.0,1460.0,,,43.0,,,,,,,11.0,wild,medium,acceptable,,,,,
176,183,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,intermedia,Lesser siren,730.0,730.0,60.0,,350.0,,,,,,,25.7,captivity,medium,acceptable,,,,,
177,184,Animalia,Chordata,Amphibia,Caudata,Sirenidae,Siren,lacertina,Greater siren,,,,,500.0,,,,,,,25.0,captivity,small,acceptable,,,,,
178,185,Animalia,Chordata,Amphibia,Gymnophiona,Caeciliidae,Dermophis,mexicanus,Mexican burrowing caecilian,,,,,,,,,,,,13.8,captivity,small,acceptable,,,,,
179,186,Animalia,Chordata,Amphibia,Gymnophiona,Caeciliidae,Typhlonectes,compressicauda,Cayenne caecilian,,,,,,,,,,,,4.9,captivity,small,acceptable,,,,,
180,187,Animalia,Chordata,Amphibia,Gymnophiona,Caeciliidae,Typhlonectes,natans,Aquatic caecilian,,,,,,,,,,,,,unknown,medium,low,,,,,
181,188,Animalia,Chordata,Amphibia,Gymnophiona,Ichthyophiidae,Ichthyophis,kohtaoensis,Yellow-striped caecilian,,,,,,,,,,,,7.3,captivity,small,acceptable,,,,,
182,190,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,Cooper's hawk,730.0,730.0,24.0,,4.0,1.0,,28.0,,526.64,0.212,20.3,wild,medium,acceptable,,,,,
183,191,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,gentilis,Northern goshawk,365.0,730.0,33.0,,3.0,1.0,,,,1044.2,0.225,22.0,wild,medium,acceptable,,,,,
184,192,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,nisus,Eurasian sparrowhawk,365.0,365.0,,,,,,,,237.5,0.258,20.2,wild,medium,acceptable,,,0.9516,135.0,
185,193,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,striatus,Sharp-shinned hawk,365.0,365.0,34.0,,4.0,1.0,,,,135.0,,19.9,wild,medium,acceptable,,,,,
186,194,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aegypius,monachus,Cinereous vulture,,,,,,,,,,9625.0,,39.0,captivity,medium,acceptable,,,,,
187,195,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,adalberti,Spanish imperial eagle,,,,,,,,,,3000.0,,44.5,captivity,small,acceptable,,,,,
188,196,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,audax,Wedge-tailed eagle,,,,,,,,,,3466.0,,40.0,captivity,small,acceptable,,,,,
189,197,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,Golden eagle,1460.0,1460.0,40.0,,2.0,1.0,,110.6,,4800.0,0.126,48.0,captivity,medium,acceptable,,,4.9929,3000.0,
190,198,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,fasciata,Bonelli's eagle,,,,,,,,,,2000.0,0.154,20.0,captivity,small,acceptable,,,,,
191,199,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,heliaca,Eastern imperical eagle,,,,,,,,,,3262.0,,56.0,captivity,medium,acceptable,,,,,
192,200,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,nipalensis,Steppe eagle,,,,,,,,,,2745.5,,41.0,captivity,small,acceptable,,,,,
193,201,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,pomarina,Lesser spotted eagle,,,,,,,,,,1370.0,,26.1,wild,medium,acceptable,,,,,
194,202,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,rapax,Tawny eagle,,,,,,,,,,1996.1,0.09300000000000001,40.3,captivity,medium,acceptable,,,,,
195,203,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Butastur,indicus,Grey-faced buzzard,,,,,,,,,,415.0,,8.5,wild,medium,acceptable,,,,,
196,204,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,buteo,Buzzard,730.0,730.0,,,,,,,,1012.0,0.18899999999999997,28.8,wild,medium,acceptable,,,,,
197,205,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,jamaicensis,Red-tailed hawk,730.0,730.0,31.0,,3.0,1.0,,57.6,,1362.0,0.188,30.7,wild,large,acceptable,,,,,
198,206,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,lagopus,Rough-legged hawk,730.0,730.0,29.0,,5.0,1.0,,41.62,,980.64,,18.8,wild,small,acceptable,,,,,
199,207,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,lineatus,Red-shouldered hawk,365.0,365.0,33.0,,3.5,1.0,,35.0,,607.0,,22.4,wild,medium,acceptable,,,2.11,658.0,
200,208,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,platypterus,Broad-winged hawk,365.0,365.0,25.0,,2.5,1.0,,28.0,,454.0,0.271,18.3,wild,small,acceptable,,,,,
201,209,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,regalis,Ferruginous hawk,730.0,730.0,32.0,,3.0,1.0,,51.6,,1500.0,0.171,23.7,wild,medium,acceptable,,,,,
202,210,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,rufinus,Long-legged buzzard,,,,,,,,,,1174.5,,,unknown,small,low,,,,,
203,211,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,solitarius,Hawaiian hawk,,,38.0,,1.0,,,35.0,,505.0,,17.0,wild,medium,acceptable,,,,,
204,212,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,swainsoni,Swainson's hawk,730.0,730.0,31.0,,3.0,1.0,,39.4,,980.64,0.158,24.9,wild,medium,acceptable,,,,,
205,213,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteogallus,anthracinus,Common black hawk,730.0,730.0,38.0,,1.5,1.0,,,,837.0,,13.5,wild,medium,acceptable,,,,,
206,214,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circaetus,cinereus,Brown snake eagle,,,,,,,,,,2048.0,0.037000000000000005,,unknown,tiny,low,,,,,
207,215,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circaetus,gallicus,Short-toed eagle,1095.0,1095.0,,,,,,,,1699.5,,17.3,wild,medium,acceptable,,,,,
208,216,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,aeruginosus,Swamp harrier,730.0,730.0,,,,,,,,711.5,,20.1,wild,medium,acceptable,,,,,
209,217,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,cyaneus,Northern harrier,365.0,365.0,31.0,,4.4,1.0,,23.8,,392.0,0.25,17.1,wild,medium,acceptable,,,,,
210,218,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,macrourus,Pallid harrier,,,,,,,,,,388.5,,13.5,wild,medium,acceptable,,,,,
211,219,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,pygargus,Montagu's harrier,730.0,730.0,,,,,,,,315.5,,16.3,wild,medium,acceptable,,,,,
212,220,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,caeruleus,Black-winged kite,,,,,,,,,,260.5,,6.0,wild,medium,acceptable,,,,,
213,221,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,leucurus,White-tailed kite,,,30.0,,4.1,1.5,,17.4,,280.0,,6.0,wild,tiny,acceptable,,,,,
214,222,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Geranoaetus,melanoleucus,Black-chested buzzard-eagle,,,,,,,,,,2447.5,,42.0,captivity,medium,acceptable,,,5.1887,2860.0,
215,223,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gypaetus,barbatus,Bearded vulture,,,,,,,,,,5070.0,,40.0,captivity,medium,acceptable,,,,,
216,224,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gypohierax,angolensis,Palm-nut vulture,,,,,,,,,,1600.0,,27.1,captivity,medium,acceptable,,,,,
217,225,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,africanus,White-backed vulture,,,,,,,,,,5433.0,0.045,19.7,captivity,medium,acceptable,,,,,
218,226,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,bengalensis,Bengal vulture,,,,,,,,,,4385.0,,,unknown,tiny,low,,,,,
219,227,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gyps,fulvus,Eurasian griffon,1460.0,1460.0,,,,,,,,7436.0,,41.4,captivity,large,acceptable,,,,,
220,228,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,albicilla,White-tailed sea-eagle,1460.0,1460.0,41.0,,2.0,,,,,6696.5,0.14,42.0,captivity,medium,acceptable,,,,,
221,229,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,leucocephalus,Bald eagle,1460.0,1460.0,35.0,,2.0,1.0,,,,3175.0,0.098,48.0,captivity,large,acceptable,,,,,
222,230,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Harpia,harpyja,Harpy eagle,,,,,,,,,,4800.0,,16.8,captivity,medium,acceptable,,,,,
223,231,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Harpyopsis,novaeguineae,New Guinea eagle,,,,,,,,,,,,30.0,captivity,tiny,acceptable,,,,,
224,232,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Hieraaetus,morphnoides,Little eagle,,,,,,,,,,791.0,,10.3,wild,medium,acceptable,,,,,
225,233,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Ictinia,mississippiensis,Mississippi kite,365.0,365.0,31.0,,2.0,1.0,,17.0,,266.0,0.16899999999999998,11.2,wild,tiny,acceptable,,,,,
226,234,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Kaupifalco,monogrammicus,Lizard buzzard,,,,,,,,,,280.5,,8.6,wild,medium,acceptable,,,,,
227,235,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Lophoictinia,isura,Square-tailed kite,,,,,,,,,,585.5,,17.0,wild,medium,acceptable,,,,,
228,236,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,migrans,Black kite,1095.0,1095.0,,,,,,,,1000.0,0.179,24.0,unknown,medium,acceptable,,,,,
229,237,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,milvus,Red kite,1095.0,1095.0,,,,,,,,1080.0,,38.0,captivity,medium,acceptable,,,,,
230,238,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Neophron,percnopterus,Egyptian vulture,,,,,,,,,,2082.0,0.102,37.0,captivity,medium,acceptable,,,,,
231,239,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Parabuteo,unicinctus,Harris's hawk,365.0,365.0,34.0,,3.0,2.0,,,,994.26,,25.0,captivity,large,acceptable,,,,,
232,240,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Pernis,apivorus,Western honey-buzzard,1095.0,1095.0,,,,,,,,758.0,,29.0,wild,medium,acceptable,,,2.36428,652.0,
233,241,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Pithecophaga,jefferyi,Philippine eagle,1825.0,2555.0,63.0,,1.0,,,,,6500.0,,41.0,captivity,small,acceptable,,,,,
234,242,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Rostrhamus,sociabilis,Snail kite,365.0,365.0,30.0,,3.0,2.0,,29.3,,352.5,,17.0,wild,tiny,acceptable,,,,,
235,243,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Terathopius,ecaudatus,Bateleur,,,,,,,,,,2200.0,,55.0,unknown,small,questionable,,,,,
236,244,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,aura,Turkey vulture,4015.0,4015.0,39.0,,2.0,1.0,,60.0,,2200.0,0.126,20.8,unknown,medium,acceptable,,,,,
237,245,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Coragyps,atratus,Black vulture,2920.0,2920.0,35.0,,2.0,1.0,,70.0,,2270.0,0.1,25.5,wild,medium,acceptable,,,,,
238,246,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,californianus,California condor,2190.0,2190.0,57.0,,1.0,2.0,,185.3,,11175.0,,45.0,wild,medium,acceptable,,,,,
239,247,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Sarcoramphus,papa,King vulture,,,57.0,,,,,,,3405.0,0.078,40.0,captivity,small,acceptable,,,,,
240,248,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Vultur,gryphus,Andean condor,2555.0,2555.0,56.0,,1.0,,,,,10500.0,0.078,79.0,captivity,medium,acceptable,,,,,
241,249,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,haliaetus,Osprey,1095.0,1095.0,38.0,,3.0,1.0,,50.3,,1362.0,0.172,32.0,wild,medium,acceptable,0.6,,,,
242,250,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,galericulata,Mandarin duck,,,29.0,,10.5,,,,,570.0,,10.4,wild,small,questionable,,,,,
243,251,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,sponsa,Wood duck,365.0,365.0,31.0,,12.0,2.0,,23.7,,452.8,,22.5,wild,large,acceptable,,,2.247,448.0,
244,252,Animalia,Chordata,Aves,Anseriformes,Anatidae,Alopochen,aegyptiaca,Egyptian goose,730.0,730.0,29.0,,7.0,,,,,1900.0,,25.5,captivity,small,acceptable,,,,,
245,253,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,acuta,Northern pintail,240.0,240.0,22.0,,7.5,1.0,,26.0,,721.0,,27.4,wild,large,acceptable,,,,,
246,254,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,americana,American wigeon,365.0,365.0,23.0,,9.0,1.0,,24.0,,793.8,,21.3,wild,large,acceptable,,,,,
247,255,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,bahamensis,White-cheeked pintail,,,,,,,,,,491.7,,,unknown,large,low,,,,,
248,256,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,clypeata,Northern shoveler,240.0,240.0,23.0,,11.0,1.0,,23.0,,613.0,,22.6,wild,medium,acceptable,,,3.9209,554.0,
249,257,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,crecca,Green-winged teal,180.0,180.0,22.0,,10.0,1.0,,15.0,,343.8,,27.1,wild,medium,acceptable,,,1.6838799999999998,250.0,
250,258,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,cyanoptera,Cinnamon teal,365.0,365.0,23.0,,10.0,1.5,,18.2,,411.0,,12.9,wild,medium,acceptable,,,,,
251,259,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,discors,Blue-winged teal,240.0,240.0,24.0,,10.0,1.0,,18.3,,420.0,,23.2,wild,large,acceptable,,,,,
252,260,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,fulvigula,Mottled duck,365.0,365.0,26.0,,10.0,1.0,,32.9,,950.0,,20.0,captivity,small,acceptable,,,,,
253,261,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,laysanensis,Laysan duck,365.0,365.0,28.0,,3.8,1.0,,26.0,,500.0,,12.0,wild,small,acceptable,,,,,
254,262,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,penelope,Eurasian wigeon,365.0,365.0,24.0,,8.0,,,,,660.0,,35.2,wild,medium,acceptable,,,2.8538,723.0,
255,263,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,Mallard,365.0,365.0,26.0,,9.0,1.0,,32.8,,1048.1,0.12,29.1,unknown,medium,acceptable,,,4.0680000000000005,1020.0,
256,264,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,querquedula,Garganey,365.0,365.0,,,,,,,,326.0,,14.7,wild,medium,acceptable,,,,,
257,265,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,rubripes,American black duck,365.0,365.0,28.0,,9.0,1.0,,32.0,,998.7,0.084,26.6,wild,large,acceptable,,,3.6076,904.0,
258,266,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,strepera,Gadwall,240.0,240.0,26.0,,10.0,1.0,,35.6,,791.0,0.115,28.0,unknown,medium,acceptable,,,,,
259,267,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,albifrons,Greater white-fronted goose,1095.0,1095.0,27.0,,5.0,1.0,,90.3,,2681.0,,47.0,captivity,medium,acceptable,,,,,
260,268,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,anser,Greylag goose,1095.0,1095.0,,,,,,,,3308.5,0.10400000000000001,31.0,captivity,large,high,,,,,
261,269,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,brachyrhynchus,Pink-footed goose,1095.0,1095.0,,,,,,,,2645.0,,40.9,wild,medium,acceptable,,,,,
262,270,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,fabalis,Bean goose,1095.0,1095.0,28.0,,4.0,,,,,3348.0,,25.6,wild,medium,acceptable,,,,,
263,271,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,affinis,Lesser scaup,365.0,365.0,24.0,,10.0,1.0,,30.8,,787.0,0.091,18.3,wild,large,acceptable,,,,,
264,272,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,americana,Redhead,365.0,365.0,26.0,,13.0,1.0,,37.6,,1077.3,0.08900000000000001,22.6,wild,large,acceptable,,,,,
265,273,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,collaris,Ring-necked duck,365.0,365.0,27.0,,9.0,1.0,,29.3,,737.0,,20.4,wild,large,acceptable,,,,,
266,274,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,ferina,Common pochard,365.0,365.0,,,,,,,,823.0,,23.2,wild,medium,acceptable,,,,,
267,275,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,fuligula,Tufted duck,365.0,365.0,,,,,,,,701.5,0.14400000000000002,45.2,wild,medium,acceptable,,,,,
268,276,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,marila,Greater scaup,365.0,365.0,26.0,,9.0,1.0,,46.3,,928.5,,22.1,wild,large,acceptable,,,,,
269,277,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,valisineria,Canvasback,240.0,240.0,24.0,,9.0,1.0,,44.7,,1208.8,0.087,29.5,wild,large,acceptable,,,,,
270,278,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,bernicla,Brent goose,730.0,730.0,24.0,,4.0,1.0,,43.6,,1163.2,0.08,28.8,wild,large,acceptable,,,,,
271,279,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,canadensis,Canada goose,730.0,730.0,26.0,,5.0,1.0,,85.5,,3200.0,0.113,42.0,unknown,medium,acceptable,,,,,
272,280,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,hutchinsii,Cackling goose,,,,,,,,,,1940.1,,18.3,wild,medium,acceptable,,,,,
273,281,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,leucopsis,Barnacle goose,730.0,730.0,,,,,,,,1687.0,,28.2,wild,medium,acceptable,,,,,
274,282,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,sandvicensis,Hawaiian goose,912.0,730.0,30.0,,4.0,1.0,,90.8,,2150.0,,42.0,wild,medium,acceptable,,,,,
275,283,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,albeola,Bufflehead,730.0,730.0,30.0,,8.0,1.0,,23.8,,400.0,,18.7,wild,medium,acceptable,,,,,
276,284,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,clangula,Common goldeneye,730.0,730.0,30.0,,10.0,1.0,,38.1,,895.86,,18.4,wild,medium,acceptable,0.4,,,,
277,285,Animalia,Chordata,Aves,Anseriformes,Anatidae,Bucephala,islandica,Barrow's goldeneye,730.0,730.0,29.0,,11.0,1.0,,,,957.15,,18.0,wild,medium,acceptable,,,,,
278,286,Animalia,Chordata,Aves,Anseriformes,Anatidae,Callonetta,leucophrys,Ringed teal,365.0,365.0,,,,,,,,365.5,,,unknown,medium,low,,,,,
279,287,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cereopsis,novaehollandiae,Cape barren goose,,,,,,,,,,3980.0,,28.1,captivity,medium,acceptable,,,,,
280,288,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chen,caerulescens,Snow goose,730.0,730.0,24.0,,4.0,1.0,,95.0,,2806.65,0.078,27.5,wild,large,acceptable,,,,,
281,289,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chen,canagica,Emperor goose,365.0,365.0,24.0,,4.9,1.0,,81.8,,2148.0,,12.0,wild,small,acceptable,,,,,
282,290,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chen,rossii,Ross's goose,570.0,570.0,21.0,,4.0,1.0,,65.0,,1715.0,,22.5,wild,large,acceptable,,,,,
283,291,Animalia,Chordata,Aves,Anseriformes,Anatidae,Clangula,hyemalis,Oldsquaw,730.0,730.0,24.0,,7.0,1.0,,25.0,,872.0,,22.7,wild,small,acceptable,,,,,
284,292,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,atratus,Black swan,821.0,821.0,,,,,,,,5650.0,,,unknown,medium,low,,,,,
285,293,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,buccinator,Trumpeter swan,730.0,730.0,35.0,,5.0,1.0,,220.0,,13000.0,,32.5,captivity,small,acceptable,,,,,
286,294,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,columbianus,Tundra swan,730.0,730.0,31.0,,4.0,1.0,,179.0,,6350.0,,24.1,wild,medium,acceptable,,,,,
287,295,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,cygnus,Whooper swan,1460.0,1460.0,,,,,,,,9350.0,,26.5,wild,medium,acceptable,,,,,
288,296,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,olor,Mute swan,1095.0,1095.0,36.0,,5.3,1.0,,225.0,,8300.0,0.08,70.0,captivity,large,acceptable,0.1,,,,
289,297,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,autumnalis,Black-bellied whistling duck,365.0,365.0,27.0,,14.0,1.0,,30.8,,828.0,0.17,8.2,wild,small,acceptable,,,,,
290,298,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,bicolor,Fulvous whistling duck,365.0,365.0,25.0,,13.0,1.0,,27.0,,737.1,,11.2,wild,small,questionable,,,,,
291,299,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,viduata,White-faced whistling duck,,,27.0,,8.0,,,,,610.0,,12.0,captivity,large,acceptable,,,,,
