hex_ident,altitude(feet),latitude,longitude,date,time,angle,distance(nauticalmile),squawk,ground_speed(knotph),track,callsign
AC2BBB,29000,54.13941,-2.19129,2017/09/11,17:16:03.801,-69.51,40.51,7211,466,193,N8833   
AC2BBB,29000,54.13312,-2.19358,2017/09/11,17:16:06.939,-69.89,40.39,7211,465,193,N8833   
400D8D,14550,53.65490,-1.29202,2017/09/11,17:16:11.466,-149.61,8.61,,301,281,
400D8D,14525,53.65517,-1.29458,2017/09/11,17:16:12.449,-148.79,8.62,,301,281,
AC2BBB,29000,54.12053,-2.19829,2017/09/11,17:16:12.780,-70.66,40.16,7211,465,193,N8833   
400D8D,14450,53.65616,-1.30325,2017/09/11,17:16:16.311,-146.08,8.68,,300,281,
400D8D,14425,53.65630,-1.30487,2017/09/11,17:16:17.234,-145.6,8.69,,300,281,
400D8D,14400,53.65659,-1.30722,2017/09/11,17:16:18.218,-144.89,8.71,,300,281,
400D8D,14350,53.65732,-1.31408,2017/09/11,17:16:21.102,-142.9,8.77,,300,281,
400D8D,14300,53.65779,-1.31812,2017/09/11,17:16:23.980,-141.75,8.81,,300,281,EZY65BE 
400D8D,14150,53.65952,-1.33358,2017/09/11,17:16:29.816,-137.63,8.97,,299,281,EZY65BE 
400B26,22075,53.42274,-1.22635,2017/09/11,17:16:36.759,-177.45,22.03,3472,355,147,EXS347  
400B26,22125,53.42152,-1.22411,2017/09/11,17:16:37.740,-177.79,22.1,3472,389,130,EXS347  
4B161E,32000,53.57863,-1.49838,2017/09/11,17:16:40.172,-127.37,16.31,3065,403,327,EDW310  
400D8D,13900,53.66258,-1.36077,2017/09/11,17:16:41.478,-131.29,9.33,1336,298,281,EZY65BE 
400D8D,13875,53.66272,-1.36222,2017/09/11,17:16:42.394,-130.99,9.36,1336,297,281,EZY65BE 
400D8D,13875,53.66299,-1.36466,2017/09/11,17:16:43.378,-130.48,9.39,1336,297,281,EZY65BE 
400D8D,13850,53.66328,-1.36699,2017/09/11,17:16:44.427,-130,9.43,1336,296,281,EZY65BE 
4B161E,31975,53.59191,-1.51288,2017/09/11,17:16:48.690,-124.27,16.04,3065,403,327,EDW310  
400D8D,13750,53.66418,-1.37486,2017/09/11,17:16:49.013,-128.43,9.55,1336,295,281,EZY65BE 
400D8D,13700,53.66496,-1.38200,2017/09/11,17:16:51.046,-127.08,9.68,1336,295,281,EZY65BE 
400D8D,13625,53.66597,-1.39056,2017/09/11,17:16:54.853,-125.54,9.82,1336,293,282,EZY65BE 
4B161E,31975,53.60175,-1.52365,2017/09/11,17:16:54.982,-122.02,15.87,3065,403,327,EDW310  
400D8D,13600,53.66592,-1.39024,2017/09/11,17:16:55.835,-125.6,9.82,1336,292,281,EZY65BE 
4B161E,31975,53.60476,-1.52694,2017/09/11,17:16:56.884,-121.34,15.83,3065,403,327,EDW310  
4B161E,31975,53.60623,-1.52851,2017/09/11,17:16:57.860,-121.01,15.8,3065,403,327,EDW310  
400D8D,13500,53.66724,-1.40197,2017/09/11,17:16:59.898,-123.63,10.04,1336,292,281,EZY65BE 
400D8D,13500,53.66747,-1.40383,2017/09/11,17:17:00.874,-123.33,10.07,1336,292,281,EZY65BE 
400D8D,13475,53.66766,-1.40570,2017/09/11,17:17:01.857,-123.03,10.11,1336,292,281,EZY65BE 
400D8D,13450,53.66793,-1.40811,2017/09/11,17:17:02.842,-122.66,10.16,1336,291,281,EZY65BE 
400D8D,13400,53.66817,-1.41064,2017/09/11,17:17:04.876,-122.28,10.21,1336,291,281,EZY65BE 
400D8D,13400,53.66862,-1.41480,2017/09/11,17:17:05.731,-121.66,10.3,1336,291,281,EZY65BE 
400D8D,13325,53.66931,-1.42100,2017/09/11,17:17:08.673,-120.76,10.42,1336,291,281,EZY65BE 
400D8D,13300,53.66956,-1.42338,2017/09/11,17:17:09.532,-120.42,10.47,1336,291,281,EZY65BE 
4B161E,31975,53.62492,-1.54899,2017/09/11,17:17:09.790,-116.9,15.6,3065,404,328,EDW310  
400D8D,13300,53.66982,-1.42571,2017/09/11,17:17:10.514,-120.1,10.52,1336,291,281,EZY65BE 
4B161E,31975,53.62660,-1.55088,2017/09/11,17:17:10.840,-116.54,15.59,3065,404,327,EDW310  
400D8D,13275,53.66980,-1.42548,2017/09/11,17:17:11.491,-120.13,10.52,1336,291,281,EZY65BE 
400D8D,13250,53.67026,-1.42952,2017/09/11,17:17:12.408,-119.58,10.6,1336,291,281,EZY65BE 
400D8D,13250,53.67050,-1.43191,2017/09/11,17:17:13.328,-119.26,10.66,1336,290,281,EZY65BE 
400D8D,13150,53.67194,-1.44478,2017/09/11,17:17:19.098,-117.62,10.94,1336,291,281,EZY65BE 
400D8D,13125,53.67220,-1.44706,2017/09/11,17:17:20.207,-117.34,11,1336,291,281,EZY65BE 
400D8D,13100,53.67240,-1.44898,2017/09/11,17:17:21.256,-117.12,11.04,1336,291,281,EZY65BE 
400D8D,13100,53.67256,-1.45043,2017/09/11,17:17:21.844,-116.95,11.07,1336,291,281,EZY65BE 
400D8D,13100,53.67273,-1.45189,2017/09/11,17:17:22.369,-116.77,11.11,1336,291,281,EZY65BE 
400D8D,13075,53.67282,-1.45278,2017/09/11,17:17:22.765,-116.67,11.13,1336,291,281,EZY65BE 
400D8D,13075,53.67302,-1.45420,2017/09/11,17:17:23.287,-116.5,11.16,1336,290,281,EZY65BE 
400D8D,13050,53.67316,-1.45561,2017/09/11,17:17:24.210,-116.34,11.19,1336,290,281,EZY65BE 
400D8D,13025,53.67371,-1.46040,2017/09/11,17:17:26.104,-115.8,11.31,1336,290,281,EZY65BE 
400D8D,13000,53.67389,-1.46223,2017/09/11,17:17:27.157,-115.6,11.35,1336,290,281,EZY65BE 
400D8D,13000,53.67416,-1.46463,2017/09/11,17:17:28.137,-115.34,11.41,1336,290,281,EZY65BE 
400D8D,12950,53.67467,-1.46887,2017/09/11,17:17:30.173,-114.88,11.51,1336,290,281,EZY65BE 
400D8D,12900,53.67540,-1.47546,2017/09/11,17:17:33.050,-114.2,11.67,1336,290,281,EZY65BE 
400D8D,12850,53.67622,-1.48260,2017/09/11,17:17:36.133,-113.48,11.85,1336,290,281,EZY65BE 
3982A8,35975,53.86684,-1.97220,2017/09/11,17:17:36.785,-83.93,27.4,5644,440,327,BOS8022 
400D8D,12825,53.67668,-1.48684,2017/09/11,17:17:38.161,-113.08,11.96,1336,290,281,EZY65BE 
400D8D,12800,53.67696,-1.48921,2017/09/11,17:17:39.215,-112.85,12.02,1336,290,281,EZY65BE 
400D8D,12775,53.67746,-1.49391,2017/09/11,17:17:41.307,-112.42,12.14,1336,290,281,EZY65BE 
400D8D,12725,53.67822,-1.50060,2017/09/11,17:17:44.263,-111.82,12.31,1336,290,281,EZY65BE 
400D8D,12700,53.67851,-1.50301,2017/09/11,17:17:45.312,-111.61,12.38,1336,290,281,EZY65BE 
400D8D,12700,53.67869,-1.50488,2017/09/11,17:17:46.358,-111.45,12.43,1336,290,281,EZY65BE 
400D8D,12675,53.67883,-1.50585,2017/09/11,17:17:46.749,-111.36,12.45,1336,290,281,EZY65BE 
400D8D,12675,53.67897,-1.50725,2017/09/11,17:17:47.277,-111.25,12.49,1336,290,281,EZY65BE 
4B161E,31975,53.68423,-1.61418,2017/09/11,17:17:47.600,-105.24,15.7,3065,406,327,EDW310  
400D8D,12650,53.67920,-1.50957,2017/09/11,17:17:48.449,-111.06,12.55,1336,290,281,EZY65BE 
400D8D,12650,53.67948,-1.51199,2017/09/11,17:17:49.499,-110.85,12.61,1336,290,281,EZY65BE 
400D8D,12600,53.67999,-1.51668,2017/09/11,17:17:51.468,-110.47,12.74,1336,290,281,EZY65BE 
400D8D,12600,53.67998,-1.51643,2017/09/11,17:17:52.513,-110.49,12.73,1336,290,281,EZY65BE 
400D8D,12575,53.68044,-1.52051,2017/09/11,17:17:53.432,-110.17,12.84,1336,290,281,EZY65BE 
4B161E,32000,53.69742,-1.62864,2017/09/11,17:17:55.991,-102.96,15.87,3065,406,327,EDW310  
400D8D,12525,53.68121,-1.52757,2017/09/11,17:17:56.512,-109.63,13.04,1336,290,281,EZY65BE 
400D8D,12475,53.68171,-1.53187,2017/09/11,17:17:58.416,-109.3,13.15,1336,290,281,EZY65BE 
4B161E,32000,53.70277,-1.63453,2017/09/11,17:17:59.397,-102.06,15.96,3065,406,327,EDW310  
400D8D,12400,53.68288,-1.54221,2017/09/11,17:18:03.067,-108.55,13.44,1336,290,281,EZY65BE 
400D8D,12375,53.68306,-1.54423,2017/09/11,17:18:03.986,-108.42,13.5,1336,290,281,EZY65BE 
400D8D,12325,53.68418,-1.55400,2017/09/11,17:18:08.375,-107.75,13.77,1336,289,281,EZY65BE 
400D8D,12300,53.68437,-1.55598,2017/09/11,17:18:09.297,-107.63,13.83,1336,289,281,EZY65BE 
400D8D,12275,53.68465,-1.55836,2017/09/11,17:18:10.345,-107.47,13.9,1336,289,281,EZY65BE 
4B161E,32000,53.72156,-1.65522,2017/09/11,17:18:11.325,-99.07,16.34,3065,406,327,EDW310  
400D8D,12200,53.68576,-1.56870,2017/09/11,17:18:15.129,-106.83,14.2,1336,289,281,EZY65BE 
4B161E,32025,53.75670,-1.69401,2017/09/11,17:18:33.667,-94.06,17.3,3065,406,327,EDW310  
4B161E,32025,53.76886,-1.70740,2017/09/11,17:18:41.401,-92.49,17.7,3065,406,327,EDW310  
4B161E,32050,53.83141,-1.77672,2017/09/11,17:19:21.317,-85.58,20.25,3065,405,327,EDW310  
4B161E,32025,53.84381,-1.79045,2017/09/11,17:19:29.305,-84.41,20.83,3065,403,327,EDW310  
4B161E,32025,53.84525,-1.79206,2017/09/11,17:19:30.223,-84.28,20.9,3065,403,327,EDW310  
4B161E,32025,53.84665,-1.79360,2017/09/11,17:19:31.141,-84.16,20.97,3065,403,327,EDW310  
4B161E,32025,53.87421,-1.82422,2017/09/11,17:19:48.840,-81.79,22.35,3065,401,327,EDW310  
4B161E,32025,53.87581,-1.82601,2017/09/11,17:19:49.885,-81.66,22.43,3065,401,327,EDW310  
4B161E,32025,53.87901,-1.82962,2017/09/11,17:19:51.980,-81.41,22.6,3065,402,327,EDW310  
4CA84C,6825,53.62889,-1.71230,2017/09/11,17:20:09.021,-108.48,20.3,,,,
3982A8,35700,54.12621,-2.24686,2017/09/11,17:20:10.067,-71.2,41.82,5644,437,328,BOS8022 
4CA84C,6775,53.62990,-1.70450,2017/09/11,17:20:12.889,-108.64,20.03,,,,
3982A8,35650,54.13289,-2.25392,2017/09/11,17:20:13.936,-70.98,42.23,5644,437,328,BOS8022 
4CA84C,6725,53.63123,-1.69425,2017/09/11,17:20:17.869,-108.86,19.67,5470,270,77,
4CA84C,6625,53.63512,-1.66372,2017/09/11,17:20:32.938,-109.58,18.61,5470,268,77,RYR14HR 
4CA84C,6600,53.63663,-1.65179,2017/09/11,17:20:38.909,-109.88,18.2,5470,268,77,RYR14HR 
4CA84C,5875,53.65257,-1.57541,2017/09/11,17:21:21.236,-111.39,15.38,5470,268,77,RYR14HR 
4B161E,32000,54.04892,-2.01946,2017/09/11,17:21:40.568,-71.45,32.57,3065,407,327,EDW310  
4CA84C,5550,53.66244,-1.54213,2017/09/11,17:21:41.616,-111.8,14.07,5470,237,64,RYR14HR 
4B161E,32000,54.05059,-2.02132,2017/09/11,17:21:41.619,-71.38,32.68,3065,407,327,EDW310  
4B161E,32000,54.05194,-2.02294,2017/09/11,17:21:42.474,-71.32,32.76,3065,407,327,EDW310  
4B161E,32000,54.05506,-2.02641,2017/09/11,17:21:44.441,-71.19,32.96,3065,407,327,EDW310  
4B161E,32000,54.05690,-2.02847,2017/09/11,17:21:45.621,-71.12,33.08,3065,407,327,EDW310  
4B161E,32000,54.06028,-2.03223,2017/09/11,17:21:47.781,-70.97,33.29,3065,407,327,EDW310  
4B161E,32000,54.06200,-2.03417,2017/09/11,17:21:48.894,-70.9,33.4,3065,407,327,EDW310  
4B161E,32025,54.06367,-2.03603,2017/09/11,17:21:49.943,-70.84,33.51,3065,406,327,EDW310  
4B161E,32025,54.06507,-2.03764,2017/09/11,17:21:50.860,-70.78,33.6,3065,406,327,EDW310  
4CA84C,5250,53.67231,-1.50868,2017/09/11,17:22:02.718,-112.3,12.75,5470,224,63,RYR14HR 
4CA84C,5175,53.67450,-1.50117,2017/09/11,17:22:07.632,-112.44,12.45,5470,224,63,RYR14HR 
4B161E,32050,54.09723,-2.07383,2017/09/11,17:22:11.434,-69.54,35.66,3065,406,327,EDW310  
4B161E,32050,54.10008,-2.07698,2017/09/11,17:22:13.267,-69.44,35.85,3065,404,327,EDW310  
4B161E,32025,54.10320,-2.08054,2017/09/11,17:22:15.238,-69.32,36.05,3065,404,327,EDW310  
4B161E,32025,54.10469,-2.08223,2017/09/11,17:22:16.218,-69.27,36.15,3065,404,327,EDW310  
4B161E,32025,54.10616,-2.08387,2017/09/11,17:22:17.139,-69.22,36.24,3065,404,327,EDW310  
4B161E,32025,54.10794,-2.08583,2017/09/11,17:22:18.314,-69.15,36.36,3065,404,327,EDW310  
4B161E,32025,54.11270,-2.09125,2017/09/11,17:22:21.334,-68.99,36.67,3065,404,327,EDW310  
4B161E,32025,54.11567,-2.09459,2017/09/11,17:22:23.234,-68.88,36.86,3065,404,327,EDW310  
4CA84C,4975,53.68153,-1.47703,2017/09/11,17:22:23.436,-112.92,11.51,5470,219,63,RYR14HR 
4B161E,32025,54.11721,-2.09629,2017/09/11,17:22:24.218,-68.83,36.96,3065,404,327,EDW310  
4B161E,32025,54.11861,-2.09792,2017/09/11,17:22:25.133,-68.78,37.05,3065,404,327,EDW310  
4B161E,32025,54.12012,-2.09957,2017/09/11,17:22:26.114,-68.73,37.15,3065,404,327,EDW310  
4CA84C,4925,53.68350,-1.47052,2017/09/11,17:22:27.693,-113.04,11.25,5470,212,61,RYR14HR 
4CA84C,4900,53.68369,-1.46989,2017/09/11,17:22:28.148,-113.06,11.22,5470,212,61,RYR14HR 
4B161E,32025,54.12666,-2.10695,2017/09/11,17:22:30.307,-68.51,37.58,3065,404,327,EDW310  
4B161E,32025,54.12978,-2.11047,2017/09/11,17:22:32.281,-68.41,37.78,3065,404,327,EDW310  
4CA84C,4850,53.68726,-1.46165,2017/09/11,17:22:34.568,-113.01,10.86,5470,209,58,RYR14HR 
3C542A,39975,53.71161,-1.21815,2017/09/11,17:24:58.548,-173.8,4.7,,431,281,
3C542A,39975,53.71307,-1.23204,2017/09/11,17:25:02.740,-164.16,4.67,,431,281,
3C542A,39950,53.71344,-1.23533,2017/09/11,17:25:03.725,-161.93,4.67,,431,281,
3C542A,39950,53.71381,-1.23863,2017/09/11,17:25:04.707,-159.72,4.67,,431,281,BCS810P 
3C542A,39950,53.71411,-1.24162,2017/09/11,17:25:05.561,-157.77,4.68,,431,281,BCS810P 
48548E,16300,53.55793,-1.31392,2017/09/11,17:25:07.130,-156.65,14.4,,,,
3C542A,39950,53.71477,-1.24759,2017/09/11,17:25:07.459,-153.97,4.7,4162,431,281,BCS810P 
3C542A,39950,53.71509,-1.25091,2017/09/11,17:25:08.438,-151.95,4.72,4162,431,281,BCS810P 
3C542A,39975,53.74132,-1.49885,2017/09/11,17:26:24.265,-99.92,10.67,4162,425,280,BCS810P 
3C542A,39975,53.74823,-1.56477,2017/09/11,17:26:44.574,-96.96,12.85,4162,425,280,BCS810P 
3964E4,38000,53.55212,-1.47970,2017/09/11,17:28:44.831,-132.58,17.19,652,439,325,
3964E4,38000,53.55379,-1.48170,2017/09/11,17:28:45.879,-132.17,17.15,652,439,325,
3964E4,38000,53.55574,-1.48412,2017/09/11,17:28:46.988,-131.68,17.1,652,439,325,
4CA912,4700,53.70671,-1.47629,2017/09/11,17:30:02.419,-108.02,10.7,,245,63,RYR92PN 
4CA912,4650,53.71367,-1.46613,2017/09/11,17:30:11.459,-107.21,10.19,,218,37,RYR92PN 
4CA912,4625,53.71798,-1.46247,2017/09/11,17:30:16.444,-106.52,9.96,5311,205,22,RYR92PN 
4CA912,4600,53.72114,-1.46086,2017/09/11,17:30:20.111,-105.92,9.82,5311,200,17,RYR92PN 
4CA912,4575,53.72273,-1.46040,2017/09/11,17:30:21.881,-105.6,9.77,5311,200,17,RYR92PN 
4CA912,4575,53.72379,-1.46016,2017/09/11,17:30:22.995,-105.38,9.74,5311,193,8,RYR92PN 
4CA912,4575,53.72468,-1.46005,2017/09/11,17:30:23.984,-105.19,9.71,5311,193,8,RYR92PN 
4CA912,4550,53.72552,-1.46008,2017/09/11,17:30:25.030,-105,9.69,5311,193,8,RYR92PN 
4CA912,4550,53.72722,-1.46032,2017/09/11,17:30:26.993,-104.6,9.66,5311,193,8,RYR92PN 
4CA912,4475,53.73087,-1.46183,2017/09/11,17:30:31.585,-103.7,9.63,5311,180,351,RYR92PN 
4CA912,4475,53.73161,-1.46236,2017/09/11,17:30:32.567,-103.51,9.63,5311,174,342,RYR92PN 
4CA912,4425,53.73418,-1.46490,2017/09/11,17:30:36.430,-102.81,9.66,5311,171,335,RYR92PN 
4CA912,4400,53.73482,-1.46565,2017/09/11,17:30:37.545,-102.63,9.67,5311,168,328,RYR92PN 
4CA912,4400,53.73516,-1.46611,2017/09/11,17:30:38.071,-102.53,9.68,5311,166,325,RYR92PN 
4CA912,4400,53.73555,-1.46652,2017/09/11,17:30:38.593,-102.43,9.68,5311,166,325,RYR92PN 
4CA912,4375,53.73613,-1.46732,2017/09/11,17:30:39.577,-102.26,9.7,5311,166,325,RYR92PN 
4CA912,4350,53.73793,-1.46974,2017/09/11,17:30:42.654,-101.75,9.74,5311,164,322,RYR92PN 
4CA912,4325,53.73816,-1.47005,2017/09/11,17:30:43.055,-101.69,9.75,5311,164,322,RYR92PN 
4CA912,4325,53.73839,-1.47036,2017/09/11,17:30:43.573,-101.63,9.76,5311,163,322,RYR92PN 
4CA912,4325,53.73879,-1.47079,2017/09/11,17:30:44.033,-101.52,9.76,5311,163,322,RYR92PN 
4CA912,4325,53.73902,-1.47112,2017/09/11,17:30:44.496,-101.46,9.77,5311,163,322,RYR92PN 
4CA912,4300,53.73972,-1.47209,2017/09/11,17:30:45.606,-101.26,9.79,5311,163,322,RYR92PN 
4CA912,4275,53.74065,-1.47330,2017/09/11,17:30:47.308,-101.01,9.81,5311,163,322,RYR92PN 
4CA912,4275,53.74111,-1.47395,2017/09/11,17:30:48.161,-100.88,9.83,5311,163,322,RYR92PN 
4CA912,4250,53.74196,-1.47499,2017/09/11,17:30:49.475,-100.65,9.85,5311,161,323,RYR92PN 
4CA912,4250,53.74219,-1.47531,2017/09/11,17:30:49.928,-100.59,9.85,5311,161,323,RYR92PN 
4CA912,4250,53.74246,-1.47562,2017/09/11,17:30:50.323,-100.52,9.86,5311,161,323,RYR92PN 
4CA912,4250,53.74279,-1.47605,2017/09/11,17:30:50.788,-100.43,9.87,5311,161,324,RYR92PN 
4CA912,4225,53.74365,-1.47711,2017/09/11,17:30:52.227,-100.2,9.89,5311,161,324,RYR92PN 
4CA912,4200,53.74484,-1.47852,2017/09/11,17:30:54.325,-99.9,9.92,5311,161,324,RYR92PN 
4CA912,4175,53.74544,-1.47928,2017/09/11,17:30:55.306,-99.74,9.93,5311,161,324,RYR92PN 
4CA912,4075,53.75210,-1.48711,2017/09/11,17:31:06.381,-98.06,10.1,5311,161,324,RYR92PN 
449A06,28000,53.61974,-1.43489,2017/09/11,17:40:28.261,-128.24,12.97,,,,
449A06,28000,53.62399,-1.43929,2017/09/11,17:40:31.341,-127.01,12.87,4416,,,FYG61F  
449A06,28000,53.62688,-1.44219,2017/09/11,17:40:33.301,-126.18,12.8,4416,,,FYG61F  
449A06,26000,53.80220,-1.60267,2017/09/11,17:42:32.702,-88.09,13.96,4416,366,342,FYG61F  
449A06,26000,53.80989,-1.60699,2017/09/11,17:42:37.491,-86.95,14.14,4416,366,342,FYG61F  
449A06,25975,53.82924,-1.61782,2017/09/11,17:42:49.611,-84.21,14.66,4416,364,342,FYG61F  
449A06,25925,53.83245,-1.61968,2017/09/11,17:42:51.516,-83.77,14.76,4416,365,342,FYG61F  
449A06,25875,53.83548,-1.62135,2017/09/11,17:42:53.483,-83.36,14.85,4416,367,342,FYG61F  
449A06,25850,53.83692,-1.62218,2017/09/11,17:42:54.335,-83.17,14.89,4416,367,342,FYG61F  
449A06,25825,53.83868,-1.62323,2017/09/11,17:42:55.445,-82.93,14.95,4416,367,342,FYG61F  
449A06,25800,53.84033,-1.62409,2017/09/11,17:42:56.495,-82.71,15,4416,368,342,FYG61F  
449A06,25750,53.84354,-1.62598,2017/09/11,17:42:58.459,-82.29,15.1,4416,369,342,FYG61F  
449A06,25750,53.84502,-1.62678,2017/09/11,17:42:59.375,-82.1,15.15,4416,369,342,FYG61F  
449A06,25600,53.85452,-1.63218,2017/09/11,17:43:05.276,-80.88,15.47,4416,369,342,FYG61F  
449A06,25500,53.85970,-1.63508,2017/09/11,17:43:08.484,-80.23,15.65,4416,369,342,FYG61F  
449A06,25475,53.86166,-1.63618,2017/09/11,17:43:09.663,-79.99,15.72,4416,368,342,FYG61F  
449A06,25250,53.87553,-1.64395,2017/09/11,17:43:18.256,-78.31,16.22,4416,368,342,FYG61F  
449A06,25200,53.87882,-1.64577,2017/09/11,17:43:20.213,-77.93,16.35,4416,368,342,FYG61F  
449A06,24975,53.89366,-1.65399,2017/09/11,17:43:29.518,-76.24,16.93,4416,368,342,FYG61F  
449A06,24925,53.89706,-1.65587,2017/09/11,17:43:31.618,-75.87,17.06,4416,368,342,FYG61F  
449A06,24875,53.90044,-1.65776,2017/09/11,17:43:33.651,-75.5,17.2,4416,367,342,FYG61F  
449A06,24400,53.93047,-1.67439,2017/09/11,17:43:52.522,-72.41,18.49,4416,363,342,FYG61F  
449A06,24375,53.93193,-1.67525,2017/09/11,17:43:53.376,-72.27,18.56,4416,363,342,FYG61F  
449A06,24350,53.93367,-1.67620,2017/09/11,17:43:54.491,-72.1,18.64,4416,362,342,FYG61F  
449A06,24300,53.93651,-1.67777,2017/09/11,17:43:56.256,-71.83,18.76,4416,361,342,FYG61F  
449A06,24225,53.94143,-1.68050,2017/09/11,17:43:59.343,-71.36,18.99,4416,361,342,FYG61F  
449A06,24150,53.94604,-1.68301,2017/09/11,17:44:02.157,-70.93,19.2,4416,360,342,FYG61F  
449A06,24050,53.95232,-1.68656,2017/09/11,17:44:06.220,-70.36,19.49,4416,359,342,FYG61F  
449A06,24025,53.95390,-1.68742,2017/09/11,17:44:07.270,-70.22,19.57,4416,359,342,FYG61F  
449A06,24000,53.95551,-1.68828,2017/09/11,17:44:08.254,-70.07,19.64,4416,359,342,FYG61F  
449A06,22950,54.02298,-1.72611,2017/09/11,17:44:51.109,-64.7,23,4416,357,342,FYG61F  
449A06,22900,54.02628,-1.72791,2017/09/11,17:44:53.277,-64.46,23.17,4416,357,342,FYG61F  
449A06,22850,54.02925,-1.72956,2017/09/11,17:44:55.108,-64.25,23.33,4416,357,342,FYG61F  
449A06,22825,54.03095,-1.73059,2017/09/11,17:44:56.159,-64.14,23.42,4416,356,342,FYG61F  
449A06,22800,54.03250,-1.73145,2017/09/11,17:44:57.267,-64.03,23.5,4416,356,342,FYG61F  
449A06,22775,54.03406,-1.73231,2017/09/11,17:44:58.316,-63.92,23.58,4416,356,342,FYG61F  
449A06,22750,54.03565,-1.73317,2017/09/11,17:44:59.108,-63.81,23.67,4416,356,342,FYG61F  
449A06,22725,54.03703,-1.73396,2017/09/11,17:45:00.025,-63.72,23.74,4416,355,342,FYG61F  
449A06,22700,54.03859,-1.73482,2017/09/11,17:45:01.068,-63.62,23.82,4416,355,342,FYG61F  
449A06,22650,54.04184,-1.73670,2017/09/11,17:45:03.295,-63.4,24,4416,354,342,FYG61F  
449A06,22625,54.04356,-1.73770,2017/09/11,17:45:04.344,-63.29,24.09,4416,354,342,FYG61F  
449A06,22550,54.04678,-1.73953,2017/09/11,17:45:06.446,-63.08,24.26,4416,353,342,FYG61F  
449A06,22550,54.04807,-1.74023,2017/09/11,17:45:07.298,-62.99,24.33,4416,353,342,FYG61F  
449A06,22500,54.04976,-1.74125,2017/09/11,17:45:08.341,-62.88,24.42,4416,353,342,FYG61F  
449A06,21525,54.11004,-1.77583,2017/09/11,17:45:47.538,-59.36,27.73,4416,352,342,FYG61F  
400FF2,24975,54.19630,-1.56377,2017/09/11,17:51:26.275,-39.78,27.4,,444,127,
400FF2,25075,54.19383,-1.55828,2017/09/11,17:51:28.307,-39.51,27.18,3416,443,127,TOM8VT  
400FF2,25150,54.19162,-1.55331,2017/09/11,17:51:30.073,-39.26,26.98,3416,441,127,TOM8VT  
400FF2,25300,54.18694,-1.54285,2017/09/11,17:51:33.936,-38.73,26.57,3416,439,127,TOM8VT  
400FF2,25375,54.18299,-1.53405,2017/09/11,17:51:37.088,-38.26,26.22,3416,439,127,TOM8VT  
400FF2,25650,54.16484,-1.49375,2017/09/11,17:51:51.702,-35.91,24.63,3416,440,127,TOM8VT  
400FF2,25675,54.16232,-1.48826,2017/09/11,17:51:53.730,-35.57,24.42,3416,440,127,TOM8VT  
400FF2,25800,54.15608,-1.47435,2017/09/11,17:51:58.649,-34.64,23.88,3416,445,127,TOM8VT  
400FF2,27600,54.06326,-1.27002,2017/09/11,17:53:11.711,-11.98,16.54,3416,458,127,TOM8VT  
400FF2,27650,54.05571,-1.25349,2017/09/11,17:53:17.545,-9.02,16.02,3416,460,127,TOM8VT  
400FF2,27650,54.05306,-1.24776,2017/09/11,17:53:19.448,-7.95,15.85,3416,461,127,TOM8VT  
4CA2D4,38000,53.44359,-1.55794,2017/09/11,17:53:20.563,-136.07,24.19,,424,279,
400FF2,28075,53.97811,-1.08425,2017/09/11,17:54:14.753,32.38,12.13,3416,466,127,TOM8VT  
40690D,36000,53.91376,-1.85175,2017/09/11,18:19:35.839,-78.55,23.92,5720,430,329,EZY21LB 
4008B4,3850,53.70557,-1.51235,2017/09/11,18:23:41.450,-106.2,11.88,,234,56,SHT20C  
4008B4,3825,53.70760,-1.50723,2017/09/11,18:23:44.669,-106.08,11.66,,234,56,SHT20C  
4008B4,3625,53.72515,-1.47960,2017/09/11,18:24:10.089,-104.03,10.34,7772,191,17,SHT20C  
4008B4,3600,53.72919,-1.47884,2017/09/11,18:24:15.009,-103.22,10.23,7772,179,7,SHT20C  
4008B4,3600,53.73106,-1.47884,2017/09/11,18:24:17.301,-102.83,10.19,7772,179,7,SHT20C  
4008B4,3600,53.73376,-1.47900,2017/09/11,18:24:21.035,-102.25,10.14,7772,161,358,SHT20C  
4008B4,3600,53.73418,-1.47903,2017/09/11,18:24:21.557,-102.16,10.13,7772,159,357,SHT20C  
4008B4,3600,53.73478,-1.47912,2017/09/11,18:24:22.412,-102.03,10.12,7772,159,357,SHT20C  
4008B4,3600,53.73550,-1.47931,2017/09/11,18:24:23.330,-101.87,10.11,7772,154,355,SHT20C  
4008B4,3600,53.73715,-1.47962,2017/09/11,18:24:25.817,-101.5,10.09,7772,151,353,SHT20C  
4008B4,3600,53.73865,-1.48017,2017/09/11,18:24:27.984,-101.16,10.08,7772,148,350,SHT20C  
4008B4,3600,53.73926,-1.48041,2017/09/11,18:24:28.899,-101.02,10.08,7772,144,346,SHT20C  
4008B4,3600,53.73990,-1.48073,2017/09/11,18:24:29.950,-100.87,10.08,7772,144,346,SHT20C  
4008B4,3575,53.74104,-1.48135,2017/09/11,18:24:31.851,-100.6,10.08,7772,144,346,SHT20C  
4008B4,3575,53.74333,-1.48300,2017/09/11,18:24:35.777,-100.06,10.1,7772,133,335,SHT20C  
4008B4,3575,53.74391,-1.48340,2017/09/11,18:24:36.700,-99.92,10.1,7772,133,335,SHT20C  
40612D,38000,53.55807,-1.45835,2017/09/11,18:42:52.930,-134.21,16.48,,438,338,
